"tipo_unidade";"orgao";"nome";"logradouro";"complemento";"bairro";"responsavel";"telefone";"celular";"turno_manha";"turno_tarde";"turno_noite";"turno_integral";"turno_detalhe";"servicos";"situacao";"coordenada"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Manuel Bandeira";"R  Bernardo Pires";"300";"Centro";"Juciara de Sousa Custódio da Fonseca";"32278773";"981380467";0;0;0;1;"";"Escola Municipal de Educação Infantil (Maternal II,  Pré-escola).";"Próprio";"-31.7577056603000000,-52.3476082132000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Marechal Ignácio de Freitas Rolim";"Pç  Domingos Rodrigues - Pça";"32";"Centro";"Flavia Neves Vaz";"32275332";"984165377";1;1;0;0;"";"Escola Municipal de Educação Infantil (Pré-1 e Pré-2)";"Próprio";"-31.78071933039825, -52.334653437137604"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Marília Poliesti";"PS  Xavier Ferreira";"846";"Centro";"Valesca de Oliveira Echevengua";"32253001";"991070711";0;0;0;1;"";"Escola Municipal de Educação Infantil (Berçário, Maternal e Pré-escola).";"Próprio";"-31.774874760878735, -52.33192823379727"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Mário Quintana";"R Ir Gabino Gerardo;Ir";"260";"Fragata";"Rita de Fátima Manetti Geisler";"32212581";"991647446";0;0;0;1;"";"Escola Municipal de Educação Infantil (Berçário, Maternal, Pré-escola).";"Próprio";"-31.7442456571000000,-52.3719044829000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Monteiro Lobato";"R Visc Rio Grande;Visc";"450";"Fragata";"Maristela Teixeira";"32278858";"991101877";0;0;0;1;"";"Atendimento a crianças de educação infantil (Berçário, Maternal e Pré-escolar).";"Próprio";"-31.7743281671000000,-52.3569899826000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Nelson Abott de Freitas";"R Dr Juvenal Müller";"354";"Areal";"Francine Pepe Santos";"32821391";"984037840";0;0;0;1;"";"Escola Municipal de Educação Infantil (Berçário, Maternal e Pré-escola).";"Próprio";"-31.7442596944000000,-52.3169765323000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Nestor Rodrigues";"";"1272";"Três Vendas";"Andrea Fernanda Weirich Müller";"32738633";"981155788";1;1;0;0;"";"Escola Municipal de Educação Infantil (Berçário a Pré-2)";"Próprio";""
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Oswald de Andrade";"Pç  Aratiba - Pça";"S/N";"Laranjal";"Lizane Peglow Bilharva";"32269793";"984348208";1;1;0;0;"";"Escola Municipal de Educação Infantil (Berçário a Pré-2)";"Próprio";"-31.7348409489000000,-52.2124821426000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Paulo Freire";"R  Cinco, Lotm Dunas";"660";"Areal";"Angélica Duarte da Silva";"32741344";"981285961";0;0;0;1;"";"Escola Municipal de Educação Infantil (Berçário a Pré-2)";"Próprio";"-31.7383421210000000,-52.3183409541000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Ruth Blank";"PRQ D Dom Antônio Zattera - Parque";"221";"Centro";"Marcia Vetromille Madruga";"32722855";"984150502";1;1;0;0;"";"Escola Municipal de Educação Infantil (Pré-1 e Pré-2).";"Próprio";"-31.759991819795346, -52.336848321434786"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Vinicius de Moraes";"R  Vinte E Seis, Lotm Jardim Europa";"175";"Areal";"Patrícia da Rosa  Carvalho";"32283577";"984649938";1;1;0;0;"";"Escola Municipal de Educação Infantil (Berçário a Pré-2)";"Próprio";"-31.7478337264000000,-52.3204011500000000"
"Escolas";"S. M. de Educação e Desporto                      ";"E.M.E.I. Zola Amaro";"R  Alexandre Mendonça";"408";"Fragata";"Eliane Garcia Nunes ";"32811249";"984094727";1;1;0;0;"";"Escola Municipal de Educação Infantil (Berçário a Pré-2)";"Próprio";"-31.7513539515000000,-52.3868129648000000"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Adamolli";"DIS  Quilombo - Col";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.461667, -52.496717"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Arroio Pelotas";"Est  Colonia Rincao Da Cruz";"Estrada Maciel";"Zona Rural";"Paulo pinho";"";"";0;0;0;0;"";"";"Outros";"-31.484967,-52.565171"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Cascata - Zafalon";"DIS  Cascata - Col";"Estrada da Cascata";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.635288,-52.555289"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Colônia Santa Maria";"DIS  Quilombo - Col";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.550448,-52.504343"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Cordeiro de Farias";"DIS  Cascata - Col";"Estrada do Quilombo";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.586686,-52.448358"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Corriente Sóis ";"DIS  Cerrito Alegre - Estr";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.508907,-52.322849"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Costa do Andrada";"DIS  Cerrito Alegre - Estr";"Estrada do simões Lopes";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.517585,-52.414286"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte da Cascatinha";"DIS  Cascata - Col";"Estrada da Cascata";"Zona Rural";"";"";"";0;0;0;0;"";"";"Outros";" -31.627183, -52.514667"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte da Palmeira";"Est  Colonia Santa Silvana";"Estrada da Palmeira";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.478672,-52.295346"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte da Pedra";"R  Alfredo Satte Alam";"Rincão da Cruz";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.460695,-52.529384"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte do Boi Magro";"DIS  Monte Bonito - Estr";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.618850, -52.461833"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte do Caixão";"DIS  Quilombo - Col";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.474412,-52.488524"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte do grupelli";"Est  Colonia Rincao Da Cruz";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.455263,-52.51139"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte do Guisado";"";"Estrada Picada Carlos";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.482606,-52.270181"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte João Tessmann";"Est  Colonia Rincao Da Cruz";"Estrada da Maciel";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.460732,-52.524288"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Joaquim Maia";"Est  Colonia Rincao Da Cruz";"Estrada da Maciel";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.480081,-52.562499"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Kaster";"DIS  Cascata - Col";"Estrada da Ascenção";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.586967,-52.529674"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Ouro";"DIS  Quilombo - Col";"Cascata";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.576554,-52.459993"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Padre João";"DIS  Quilombo - Col";"Casacata";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.601794,-52.43386"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Passo do Berni";"";"Cascata";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.672951,-52.551604"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Passo do Moinho";"";"Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.449891,-52.329597"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Passo dos Carros";"DIS  Monte Bonito - Estr";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.70577098004728, -52.45141237248231"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Prainha";"DIS  Monte Bonito - Estr";"";"";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.592825,-52.411365"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Quilombo Bachini";"DIS  Quilombo - Col";"Estrada do Quilombo";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.530181,-52.474732"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Quiqueve";"";"Estrada de Maciel";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.46048,-52.53359"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Repolho Roxo I";"";"Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.472852,-52.226794"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Repolho-Roxo II";"";"Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.473602,-52.227824"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Rincão do Andrade";"DIS  Cerrito Alegre - Estr";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.54805,-52.42676"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Santa Maria ";"DIS  Quilombo - Col";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.552844,-52.509831"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Santa Silvana";"";"Estrada Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.467709,-52.308129"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Santa Silvana-Divisa";"";"Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.496942,-52.295158"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte São Bento ";"DIS  Cascata - Col";"Estrada de Figueira";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.607944,-52.473772"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Toco- Picada Carlos";"";"Santa Silvana";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.475734,-52.259388"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte três Figueiras";"";"Colônia Cascata";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.644244,-52.510985"
"Pontes";"S. M. de Desenvolvimento Rural                    ";"Ponte Vila Nova Maleta";"DIS  Quilombo - Col";"";"Zona Rural";"Paulo Pinho";"";"";0;0;0;0;"";"";"Outros";"-31.543787,-52.463804"
"Pontes";"S. M. de Obras e Serviços Urbanos                 ";"Ponte Gomes Carneiro";"R Cel Gomes Carneiro";"";"Centro";"";"";"";0;0;0;0;"";"";"Outros";"-31.780582895963494, -52.32570528258134"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Antiga Praça Suzo";"R  Otto Pommerening";"";"Três Vendas";"Niltomar";"";"";0;0;0;0;"";"";"Outros";"-31.719938,-52.34016"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Área Esportiva Guabiroba";"R Ir Fernando De Jesus; Ir";"";"Fragata";"Niltomar";"";"";0;0;0;0;"";"";"Outros";"-31.748574,-52.368855"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Ao Lado da Escola Monteiro Lobato";"PS Dr Vital Brasil";"";"Fragata";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.774004,-52.356726"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Aratiba";"Pç  Aratiba - Pça";"";"Laranjal";"Niltomar";"3278-7177";"";0;0;0;0;"";"";"Outros";"-31.735467,-52.212978"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Arthur Mendes de Oliveira";"R Marq Olinda";"Esquina com Rua São Luis";"Três Vendas";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.715069,-52.354164"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Arthur Rauback";"R  Arthur Raubach";"";"Três Vendas";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.694048,-52.357026"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Avenida Leopoldo Brod";"R  Leopoldo Brod";"";"Três Vendas";"Niltomar";"";"";0;0;0;0;"";"";"Outros";"-31.703648,-52.333364"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Av. Paulo Aci Teixeira";"R Eng Sylvio Edemar Potenza";"";"Três Vendas";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.687199,-52.351539"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Barão de Mauá";"R Br Maua De";"Rua Barão";"Centro";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.781226,-52.3461"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Basílio da Gama";"R  Placido De Castro";"";"Três Vendas";"Niltomar";"";"";0;0;0;0;"";"";"Outros";"-31.713645,-52.352845"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Bela Vista";"PS  Um Ltm Bela Vista";"Rua Um Esquina com Rua Dois";"Areal";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";""
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Castro Alves";"R Sao Miguel";"São José x Santa Cecília";"Três Vendas";"Niltomar";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.725329,-52.348637"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Cipriano Barcelos";"R  Lobo Da Costa";"";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.768064,-52.34713"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Coronel Pedro Osório";"R  Félix Da Cunha";"Esquina com Lobo da Costa";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.769898,-52.341154"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da AMCAPEL";"R  Paul Harris";"Esquina Joaquim Dias";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.756598,-52.310663"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Amizade";"R Prof Delfim Mendes Silveira";"Loteamento Vila Mariana";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.762041,-52.243724"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Associação";"R  Humberto Perachi Da Costa";"Loteamento Vila Mariana";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.759886,-52.245688"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Avenida 4 - Getúlio Vargas";"R  Quatro Ltm Getulio Vargas";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.652859,-52.333686"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Avenida 4 - Vila Princesa";"ES  Engenho";"Agrônomo Guido Kaster, 2999";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.65245,-52.334019"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Av. Idelfonso Simões Lopes";"AV  Guadalajara";"635";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.728795,-52.325727"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Av. Imperador Dom Pedro I";"R Dr Gervasio Alves Pereira";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.763111,-52.373927"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Caixa D'água II - Barro duro";"AV  Amazonas";"Avenida";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.73586,-52.217236"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Caixa D'água - Laranjal";"AV  José Maria Da Fontoura";"";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.752796,-52.241361"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Caixa D'água - Py crespo";"R Sao Joao";"Esquina com Marques de Olinda";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.718053,-52.34887"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Duque I";"AV Dq Duque De Caxias";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.755156,-52.389991"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Duque II";"AV Dq Duque De Caxias";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.758931,-52.366205"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Duque III";"AV Dq Duque De Caxias";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.761186,-52.360591"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Estação I do Areal";"R  Alfredo Pujol";"Esquina com Raposo Tavares";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.744993,-52.294848"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Guabiroba";"R Ir Fernando De Jesus; Ir";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.748446,-52.368946"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Orla I";"AV Dr Antonio Augusto De Assumpcao Junior";"Em frente ao nº 9013";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.759672,-52.228394"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Orla II";"AV Dr Antonio Augusto De Assumpcao Junior";"Em frente ao nº 8609";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.76136,-52.22834"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Darci Pinho";"R  Tiradentes";"Quiosque da Balsa";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.780453,-52.317981"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua 1";"";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.738159,-52.388985"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua 26";"R  Vinte E Seis Ncl Res Antonio Manoel Pestano";"Esq. Rua 28 Ncl Res A. M. P.";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.702904,-52.316514"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua Bom Jesus";"R  Bom Jesus";"Esquina Viamão";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.769585,-52.233972"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua Morro Redondo";"R  Morro Redondo";"Lot. Pontal da Barra";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.77242,-52.231222"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua Osmar Blas";"R  Ernâni Osmar Blaas";"Esquina com Rua José Rizzolo";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.711557,-52.345961"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua Osmar Blas II";"R  Ernâni Osmar Blaas";"Esquina com Rua São Luiz";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.709723,-52.348428"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua Paulo Guilayn";"R  Paulo Guilayn";"Ao Lado Regional Porto";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.779392,-52.32242"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça da Rua São Gabriel";"R Sao Gabriel";"Rua São";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.760146,-52.23791"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Arco Iris";"AV Dr Guilherme Minssen";"Esquina com Rua 14";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.723185,-52.299574"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Centro Comunitário";"R  Carmen Miranda";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.742502,-52.388103"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Dunas";"AV  Ulysses Silveira Guimaraes";"";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.741932,-52.314079"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do ECO Camping Municipal";"R Prof Rubens M. Souto - Av";"";"Zona Rural";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.711703,-52.173607"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Frajet";"R Dr Benjamin Gastal";"";"Fragata";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";""
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Geminho";"AV  Cidade De Rio Grande";"Esquina com Mario Meneguetti";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.773158,-52.322496"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Humuarama";"";"";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.76338,-52.303961"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Loteamento Municipário";"R  Cinco Ltm Dos Funcionarios Municipais De Pelotas";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.710563,-52.327469"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Dom Antônio Zattera";"AV  Bento Gonçalves";"Esquina com Anchieta";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.76032,-52.338101"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Domingo Rodrigues";"PS  Xavier Ferreira";"Esquina com Tamandaré";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.779958,-52.334395"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Dom Joaquim";"PRQ D Dom Antônio Zattera - Parque";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.739792,-52.343557"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Obelisco";"R  Claro Vieira Veiga";"Antiga Rua 6";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.742972,-52.304581"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Pontal da Barra";"R  Paulo De Souza Lobo";"Loteamento Pontal da Barra";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.774483,-52.236024"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Posto da Z3";"";"Em frente ao nº 123";"Zona Rural";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";""
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Quadrado";"R Cel Alberto Rosa";"";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.784126,-52.341122"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça do Quadro 2";"R  Acores";"Quadra 2 - Entre Tv 27 e 28";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.708828,-52.351732"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça dos Eucaliptos";"R  Demetrio Setimo Schiavon";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.716997,-52.358063"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Dr. Francisco Xavier";"AV  Olavo Afonso Alves";"Esquina com Ernesto Murado";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.769546,-52.330682"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Idelfonso Simões Lopes";"AV Eng Ildefonso Simões Lopes";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";""
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Jardim das Tradições";"AV  Ulysses Silveira Guimaraes";"";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.742123,-52.3144"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Las Acácias";"R Gen Jose De San Martin";"Lot. Las Acácias";"Laranjal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.762242,-52.261108"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Leocádia";"R Dr Claudio Manoel Da Costa";"";"Areal";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.752907,-52.32426"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Manoel Marques";"R Dr Nunes Vieira";"Esquina com Zola Amaro";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.74018,-52.339535"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Mario Meneghetti";"R Dr Mario Meneghetti";"Loteamento";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.773813,-52.321782"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Na Estrada da Z3";"AV  Pernambuco";"";"Zona Rural";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.71163,-52.1736"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Olegario Costa I";"";"";"Zona Rural";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";""
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça República do Libano";"AV  Republica Do Libano";"";"Três Vendas";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.741286,-52.330979"
"Praças";"S. M. de Obras e Serviços Urbanos                 ";"Praça Reverendo Levero";"AV  Arthur De Souza Costa";"";"Centro";"Geminho";"3284-4438";"";0;0;0;0;"";"";"Outros";"-31.773528,-52.322195"
